#FILE	GENE	%IDENTITY	DATABASE	ACCESSION	PRODUCT
NS-0080_assembly.fasta	rep9b_3_repA(pMG2200)	100.00	plasmidfinder	AB374546	rep9b_3_repA(pMG2200)_AB374546
NS-0080_assembly.fasta	rep9a_1_repA(pAD1)	96.04	plasmidfinder	L01794	rep9a_1_repA(pAD1)_L01794
ES-M-ST001-21JUL14-0029K_assembly.fasta	repUS43_1_CDS12738(DOp1)	99.92	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
ES-M-ST001-21JUL14-0029K_assembly.fasta	rep9b_3_repA(pMG2200)	100.00	plasmidfinder	AB374546	rep9b_3_repA(pMG2200)_AB374546
ES-M-ST001-21JUL14-0029K_assembly.fasta	rep6_1_repA(pS86)	100.00	plasmidfinder	AJ223161	rep6_1_repA(pS86)_AJ223161
NS-580_assembly.fasta	repUS43_1_CDS12738(DOp1)	90.13	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
NS-580_assembly.fasta	rep9c_2_prgW(pCF10)	97.80	plasmidfinder	AY855841	rep9c_2_prgW(pCF10)_AY855841
NS-580_assembly.fasta	rep6_1_repA(pS86)	100.00	plasmidfinder	AJ223161	rep6_1_repA(pS86)_AJ223161
SS-0038_assembly.fasta	rep9a_1_repA(pAD1)	96.74	plasmidfinder	L01794	rep9a_1_repA(pAD1)_L01794
SS-0038_assembly.fasta	repUS11_rep(pTEF3)	95.75	plasmidfinder	AE016832	repUS11_rep(pTEF3)_AE016832
SS-0038_assembly.fasta	repUS43_1_CDS12738(DOp1)	100.00	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
NS-1132_assembly.fasta	rep9b_3_repA(pMG2200)	100.00	plasmidfinder	AB374546	rep9b_3_repA(pMG2200)_AB374546
NS-1132_assembly.fasta	repUS43_1_CDS12738(DOp1)	100.00	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
ES-C-ST001-01FEB16-0145A_assembly.fasta	rep9b_3_repA(pMG2200)	100.00	plasmidfinder	AB374546	rep9b_3_repA(pMG2200)_AB374546
ES-C-ST001-01FEB16-0145A_assembly.fasta	repUS43_1_CDS12738(DOp1)	100.00	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
ES-C-ST001-01FEB16-0145A_assembly.fasta	rep6_1_repA(pS86)	100.00	plasmidfinder	AJ223161	rep6_1_repA(pS86)_AJ223161
SWEntR-0325_assembly.fasta	repUS43_1_CDS12738(DOp1)	100.00	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
SWEntR-0325_assembly.fasta	rep7a_17_CDS4(pS194)	100.00	plasmidfinder	NC005564	rep7a_17_CDS4(pS194)_NC005564
ES-C-ST001-17FEB15-0065M_assembly.fasta	repUS43_1_CDS12738(DOp1)	100.00	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
ES-C-ST001-17FEB15-0065M_assembly.fasta	rep9b_3_repA(pMG2200)	100.00	plasmidfinder	AB374546	rep9b_3_repA(pMG2200)_AB374546
NS-0800_assembly.fasta	rep9a_1_repA(pAD1)	96.04	plasmidfinder	L01794	rep9a_1_repA(pAD1)_L01794
NS-0800_assembly.fasta	repUS43_1_CDS12738(DOp1)	99.92	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
ES-M-ST001-03MAR15-0067C_assembly.fasta	rep9b_4_repA2(pTEF2)	99.80	plasmidfinder	AE016831	rep9b_4_repA2(pTEF2)_AE016831
ES-M-ST001-03MAR15-0067C_assembly.fasta	repUS43_1_CDS12738(DOp1)	100.00	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
NS-0095_assembly.fasta	rep9b_3_repA(pMG2200)	100.00	plasmidfinder	AB374546	rep9b_3_repA(pMG2200)_AB374546
NS-0095_assembly.fasta	rep2_1_orf1(pRE25)	100.00	plasmidfinder	X92945	rep2_1_orf1(pRE25)_X92945
NS-0095_assembly.fasta	rep6_1_repA(pS86)	100.00	plasmidfinder	AJ223161	rep6_1_repA(pS86)_AJ223161
NS-0095_assembly.fasta	rep9c_1_repA(pTW9)	93.64	plasmidfinder	AB563188	rep9c_1_repA(pTW9)_AB563188
SS-0007_assembly.fasta	rep9b_3_repA(pMG2200)	100.00	plasmidfinder	AB374546	rep9b_3_repA(pMG2200)_AB374546
SS-0007_assembly.fasta	rep6_1_repA(pS86)	100.00	plasmidfinder	AJ223161	rep6_1_repA(pS86)_AJ223161
SS-0007_assembly.fasta	repUS43_1_CDS12738(DOp1)	100.00	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
NS-0405_assembly.fasta	repUS43_1_CDS12738(DOp1)	100.00	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
ES-C-ST001-25AUG15-0117L_assembly.fasta	repUS43_1_CDS12738(DOp1)	100.00	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
ES-C-ST001-25AUG15-0117L_assembly.fasta	rep9b_3_repA(pMG2200)	100.00	plasmidfinder	AB374546	rep9b_3_repA(pMG2200)_AB374546
SS-0008_assembly.fasta	repUS43_1_CDS12738(DOp1)	90.13	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
SS-0008_assembly.fasta	rep9a_1_repA(pAD1)	96.04	plasmidfinder	L01794	rep9a_1_repA(pAD1)_L01794
ES-S-FC504-20JUL15-0557I_assembly.fasta	rep2_1_orf1(pRE25)	100.00	plasmidfinder	X92945	rep2_1_orf1(pRE25)_X92945
ES-S-FC504-20JUL15-0557I_assembly.fasta	rep6_1_repA(pS86)	99.86	plasmidfinder	AJ223161	rep6_1_repA(pS86)_AJ223161
ES-S-FC504-20JUL15-0557I_assembly.fasta	rep7a_8_ORF11(pRE25)	100.00	plasmidfinder	X92945	rep7a_8_ORF11(pRE25)_X92945
ES-S-FC504-20JUL15-0557I_assembly.fasta	rep18b_2_repA(pEF418)	100.00	plasmidfinder	AF408195	rep18b_2_repA(pEF418)_AF408195
ES-S-FC504-20JUL15-0557I_assembly.fasta	repUS43_1_CDS12738(DOp1)	100.00	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
BP-G85-2_assembly.fasta	repUS43_1_CDS12738(DOp1)	99.83	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
NS-0822_assembly.fasta	repUS43_1_CDS12738(DOp1)	90.13	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
NS-0822_assembly.fasta	repUS56_1_EFA0012(pTEF1)	100.00	plasmidfinder	AE016833	repUS56_1_EFA0012(pTEF1)_AE016833
NS-0822_assembly.fasta	rep9c_2_prgW(pCF10)	97.80	plasmidfinder	AY855841	rep9c_2_prgW(pCF10)_AY855841
NS-0822_assembly.fasta	rep9b_2_prgW(EF62pC)	98.79	plasmidfinder	CP002494	rep9b_2_prgW(EF62pC)_CP002494
NS-0331_assembly.fasta	rep9b_3_repA(pMG2200)	100.00	plasmidfinder	AB374546	rep9b_3_repA(pMG2200)_AB374546
NS-0331_assembly.fasta	rep6_1_repA(pS86)	100.00	plasmidfinder	AJ223161	rep6_1_repA(pS86)_AJ223161
NS-0331_assembly.fasta	repUS43_1_CDS12738(DOp1)	100.00	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
SS-0030_assembly.fasta	repUS43_1_CDS12738(DOp1)	99.92	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
SS-0030_assembly.fasta	rep9a_1_repA(pAD1)	96.04	plasmidfinder	L01794	rep9a_1_repA(pAD1)_L01794
BP-H44-3_assembly.fasta	rep9a_1_repA(pAD1)	96.34	plasmidfinder	L01794	rep9a_1_repA(pAD1)_L01794
BP-H44-3_assembly.fasta	rep6_1_repA(pS86)	100.00	plasmidfinder	AJ223161	rep6_1_repA(pS86)_AJ223161
BP-H44-3_assembly.fasta	rep8b_1_repA(pEJ97p1)	99.90	plasmidfinder	AJ49170	rep8b_1_repA(pEJ97p1)_AJ49170
NS-0057_assembly.fasta	repUS43_1_CDS12738(DOp1)	90.13	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
NS-0057_assembly.fasta	rep9b_2_prgW(EF62pC)	98.82	plasmidfinder	CP002494	rep9b_2_prgW(EF62pC)_CP002494
NS-0057_assembly.fasta	repUS56_1_EFA0012(pTEF1)	100.00	plasmidfinder	AE016833	repUS56_1_EFA0012(pTEF1)_AE016833
ES-M-ST001-03MAY16-0152K_assembly.fasta	repUS43_1_CDS12738(DOp1)	100.00	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
SWEnt-1158_assembly.fasta	repUS11_rep(pTEF3)	94.69	plasmidfinder	AE016832	repUS11_rep(pTEF3)_AE016832
SWEnt-1158_assembly.fasta	rep9b_3_repA(pMG2200)	98.02	plasmidfinder	AB374546	rep9b_3_repA(pMG2200)_AB374546
NS-0355_assembly.fasta	rep9b_3_repA(pMG2200)	100.00	plasmidfinder	AB374546	rep9b_3_repA(pMG2200)_AB374546
NS-0355_assembly.fasta	repUS43_1_CDS12738(DOp1)	100.00	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
ES-C-ST001-15DEC14-0062A_assembly.fasta	rep9b_2_prgW(EF62pC)	97.04	plasmidfinder	CP002494	rep9b_2_prgW(EF62pC)_CP002494
ES-C-ST001-15DEC14-0062A_assembly.fasta	repUS43_1_CDS12738(DOp1)	100.00	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
NS-0717_assembly.fasta	repUS43_1_CDS12738(DOp1)	99.92	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
NS-0717_assembly.fasta	rep9b_3_repA(pMG2200)	100.00	plasmidfinder	AB374546	rep9b_3_repA(pMG2200)_AB374546
NS-0717_assembly.fasta	rep9c_3_repA(pPD1)	98.90	plasmidfinder	D78016	rep9c_3_repA(pPD1)_D78016
ES-A-FC501-20OCT14-0211K_assembly.fasta	repUS43_1_CDS12738(DOp1)	99.92	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
ES-S-FC025-15SEP14-0165K_assembly.fasta	repUS43_1_CDS12738(DOp1)	100.00	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
NS-1693_assembly.fasta	rep6_1_repA(pS86)	100.00	plasmidfinder	AJ223161	rep6_1_repA(pS86)_AJ223161
NS-0098_assembly.fasta	rep9b_3_repA(pMG2200)	100.00	plasmidfinder	AB374546	rep9b_3_repA(pMG2200)_AB374546
NS-0098_assembly.fasta	repUS43_1_CDS12738(DOp1)	100.00	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
SS-0042_assembly.fasta	repUS43_1_CDS12738(DOp1)	100.00	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
SS-0042_assembly.fasta	rep6_1_repA(pS86)	100.00	plasmidfinder	AJ223161	rep6_1_repA(pS86)_AJ223161
SS-0042_assembly.fasta	rep9c_3_repA(pPD1)	99.80	plasmidfinder	D78016	rep9c_3_repA(pPD1)_D78016
SS-0042_assembly.fasta	rep9b_3_repA(pMG2200)	100.00	plasmidfinder	AB374546	rep9b_3_repA(pMG2200)_AB374546
ES-M-ST001-03FEB15-0063I_assembly.fasta	rep9b_3_repA(pMG2200)	100.00	plasmidfinder	AB374546	rep9b_3_repA(pMG2200)_AB374546
ES-M-ST001-03FEB15-0063I_assembly.fasta	repUS43_1_CDS12738(DOp1)	100.00	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
ES-C-ST002-25AUG14-0040I_assembly.fasta	rep9b_2_prgW(EF62pC)	96.94	plasmidfinder	CP002494	rep9b_2_prgW(EF62pC)_CP002494
ES-C-ST002-25AUG14-0040I_assembly.fasta	repUS43_1_CDS12738(DOp1)	100.00	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
NS-0722_assembly.fasta	repUS43_1_CDS12738(DOp1)	90.13	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
NS-0114_assembly.fasta	repUS43_1_CDS12738(DOp1)	100.00	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
NS-0114_assembly.fasta	rep9b_3_repA(pMG2200)	100.00	plasmidfinder	AB374546	rep9b_3_repA(pMG2200)_AB374546
NS-0114_assembly.fasta	repUS11_rep(pTEF3)	95.15	plasmidfinder	AE016832	repUS11_rep(pTEF3)_AE016832
BP-G149-3_assembly.fasta	repUS1_2_rep(pVEF3)	98.20	plasmidfinder	AM931300	repUS1_2_rep(pVEF3)_AM931300
BP-G149-3_assembly.fasta	rep11b_1_repA(pEF1071)	99.59	plasmidfinder	AF164559	rep11b_1_repA(pEF1071)_AF164559
BP-G149-3_assembly.fasta	rep33_1_rep(pSMA198)	80.25	plasmidfinder	HE613570	rep33_1_rep(pSMA198)_HE613570
NS-1649_assembly.fasta	rep9b_3_repA(pMG2200)	100.00	plasmidfinder	AB374546	rep9b_3_repA(pMG2200)_AB374546
NS-1649_assembly.fasta	repUS43_1_CDS12738(DOp1)	100.00	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
ES-M-ST001-23NOV14-0060J_assembly.fasta	repUS43_1_CDS12738(DOp1)	100.00	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
ES-M-ST001-23NOV14-0060J_assembly.fasta	rep9b_3_repA(pMG2200)	100.00	plasmidfinder	AB374546	rep9b_3_repA(pMG2200)_AB374546
ES-M-ST001-23NOV14-0060J_assembly.fasta	rep6_1_repA(pS86)	99.86	plasmidfinder	AJ223161	rep6_1_repA(pS86)_AJ223161
NS-1066_assembly.fasta	rep9b_3_repA(pMG2200)	100.00	plasmidfinder	AB374546	rep9b_3_repA(pMG2200)_AB374546
NS-1066_assembly.fasta	rep6_1_repA(pS86)	100.00	plasmidfinder	AJ223161	rep6_1_repA(pS86)_AJ223161
NS-1066_assembly.fasta	repUS43_1_CDS12738(DOp1)	100.00	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
ES-M-ST001-19MAY15-0089M_assembly.fasta	repUS43_1_CDS12738(DOp1)	100.00	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
ES-M-ST001-19MAY15-0089M_assembly.fasta	rep8b_1_repA(pEJ97p1)	94.02	plasmidfinder	AJ49170	rep8b_1_repA(pEJ97p1)_AJ49170
ES-M-ST001-19MAY15-0089M_assembly.fasta	rep9b_3_repA(pMG2200)	100.00	plasmidfinder	AB374546	rep9b_3_repA(pMG2200)_AB374546
NS-1640_assembly.fasta	repUS43_1_CDS12738(DOp1)	91.71	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
NS-1640_assembly.fasta	rep2_1_orf1(pRE25)	100.00	plasmidfinder	X92945	rep2_1_orf1(pRE25)_X92945
ES-C-ST001-27APR15-0081J_assembly.fasta	repUS43_1_CDS12738(DOp1)	100.00	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
ES-C-ST001-27APR15-0081J_assembly.fasta	rep7a_8_ORF11(pRE25)	99.65	plasmidfinder	X92945	rep7a_8_ORF11(pRE25)_X92945
ES-C-ST001-27APR15-0081J_assembly.fasta	rep2_1_orf1(pRE25)	100.00	plasmidfinder	X92945	rep2_1_orf1(pRE25)_X92945
ES-C-ST001-15DEC14-0062L_assembly.fasta	rep9b_3_repA(pMG2200)	100.00	plasmidfinder	AB374546	rep9b_3_repA(pMG2200)_AB374546
ES-C-ST001-15DEC14-0062L_assembly.fasta	repUS43_1_CDS12738(DOp1)	99.92	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
ES-C-ST001-17FEB15-0065I_assembly.fasta	rep9b_3_repA(pMG2200)	100.00	plasmidfinder	AB374546	rep9b_3_repA(pMG2200)_AB374546
ES-C-ST001-17FEB15-0065I_assembly.fasta	repUS43_1_CDS12738(DOp1)	100.00	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
NS-0209_assembly.fasta	rep9a_1_repA(pAD1)	95.25	plasmidfinder	L01794	rep9a_1_repA(pAD1)_L01794
NS-0209_assembly.fasta	repUS43_1_CDS12738(DOp1)	99.92	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
NS-0209_assembly.fasta	repUS43_1_CDS12738(DOp1)	82.31	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
NS-1180_assembly.fasta	repUS43_1_CDS12738(DOp1)	100.00	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
ES-M-ST001-03FEB15-0063K_assembly.fasta	repUS43_1_CDS12738(DOp1)	100.00	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
ES-M-ST001-03FEB15-0063K_assembly.fasta	rep9b_3_repA(pMG2200)	100.00	plasmidfinder	AB374546	rep9b_3_repA(pMG2200)_AB374546
ES-M-ST001-03FEB15-0063K_assembly.fasta	rep9a_1_repA(pAD1)	100.00	plasmidfinder	L01794	rep9a_1_repA(pAD1)_L01794
NS-1365_assembly.fasta	rep2_1_orf1(pRE25)	100.00	plasmidfinder	X92945	rep2_1_orf1(pRE25)_X92945
ES-M-ST001-13OCT14-0050K_assembly.fasta	repUS43_1_CDS12738(DOp1)	100.00	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
ES-M-ST001-13OCT14-0050K_assembly.fasta	rep9b_3_repA(pMG2200)	100.00	plasmidfinder	AB374546	rep9b_3_repA(pMG2200)_AB374546
ES-M-ST001-19MAY15-0089A_assembly.fasta	repUS43_1_CDS12738(DOp1)	100.00	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
ES-M-ST001-19MAY15-0089A_assembly.fasta	repUS11_rep(pTEF3)	99.73	plasmidfinder	AE016832	repUS11_rep(pTEF3)_AE016832
ES-M-ST001-19MAY15-0089A_assembly.fasta	rep6_1_repA(pS86)	100.00	plasmidfinder	AJ223161	rep6_1_repA(pS86)_AJ223161
NS-1298_assembly.fasta	rep9a_1_repA(pAD1)	96.04	plasmidfinder	L01794	rep9a_1_repA(pAD1)_L01794
NS-1298_assembly.fasta	repUS43_1_CDS12738(DOp1)	99.92	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
ES-C-ST001-07DEC15-0141L_assembly.fasta	rep9b_3_repA(pMG2200)	100.00	plasmidfinder	AB374546	rep9b_3_repA(pMG2200)_AB374546
ES-C-ST001-07DEC15-0141L_assembly.fasta	repUS43_1_CDS12738(DOp1)	100.00	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
SS-0034_assembly.fasta	repUS43_1_CDS12738(DOp1)	90.13	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
SS-0034_assembly.fasta	rep9b_3_repA(pMG2200)	100.00	plasmidfinder	AB374546	rep9b_3_repA(pMG2200)_AB374546
NS-0613_assembly.fasta	rep9a_1_repA(pAD1)	100.00	plasmidfinder	L01794	rep9a_1_repA(pAD1)_L01794
ES-M-ST001-03MAY16-0152I_assembly.fasta	repUS43_1_CDS12738(DOp1)	100.00	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
NS-0159_assembly.fasta	repUS11_rep(pTEF3)	95.62	plasmidfinder	AE016832	repUS11_rep(pTEF3)_AE016832
Ent-0277_assembly.fasta	repUS11_rep(pTEF3)	95.29	plasmidfinder	AE016832	repUS11_rep(pTEF3)_AE016832
Ent-0277_assembly.fasta	repUS43_1_CDS12738(DOp1)	100.00	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
ES-C-ST001-01FEB16-0145M_assembly.fasta	repUS43_1_CDS12738(DOp1)	100.00	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
ES-C-ST001-05OCT15-0134J_assembly.fasta	rep2_1_orf1(pRE25)	100.00	plasmidfinder	X92945	rep2_1_orf1(pRE25)_X92945
ES-C-ST001-05OCT15-0134J_assembly.fasta	rep7a_8_ORF11(pRE25)	100.00	plasmidfinder	X92945	rep7a_8_ORF11(pRE25)_X92945
ES-C-ST001-05OCT15-0134J_assembly.fasta	repUS43_1_CDS12738(DOp1)	100.00	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
NS-0150_assembly.fasta	repUS43_1_CDS12738(DOp1)	100.00	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
NS-0150_assembly.fasta	rep9b_3_repA(pMG2200)	100.00	plasmidfinder	AB374546	rep9b_3_repA(pMG2200)_AB374546
SS-0023_assembly.fasta	rep9a_1_repA(pAD1)	96.04	plasmidfinder	L01794	rep9a_1_repA(pAD1)_L01794
SS-0023_assembly.fasta	repUS43_1_CDS12738(DOp1)	99.92	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
NS-1105_assembly.fasta	rep9b_3_repA(pMG2200)	100.00	plasmidfinder	AB374546	rep9b_3_repA(pMG2200)_AB374546
NS-1105_assembly.fasta	repUS43_1_CDS12738(DOp1)	100.00	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
ES-C-ST001-07DEC15-0141B_assembly.fasta	rep9b_3_repA(pMG2200)	97.82	plasmidfinder	AB374546	rep9b_3_repA(pMG2200)_AB374546
ES-C-ST001-07DEC15-0141B_assembly.fasta	repUS43_1_CDS12738(DOp1)	100.00	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
ES-S-FC302-12MAY14-0034E_assembly.fasta	repUS11_rep(pTEF3)	95.29	plasmidfinder	AE016832	repUS11_rep(pTEF3)_AE016832
ES-S-FC302-12MAY14-0034E_assembly.fasta	rep1_9_repE(pKL0018)	98.99	plasmidfinder	AB290882	rep1_9_repE(pKL0018)_AB290882
ES-M-ST001-13OCT14-0050B_assembly.fasta	rep9b_4_repA2(pTEF2)	99.70	plasmidfinder	AE016831	rep9b_4_repA2(pTEF2)_AE016831
ES-M-ST001-13OCT14-0050B_assembly.fasta	repUS43_1_CDS12738(DOp1)	100.00	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
BP-R53-2_assembly.fasta	rep11b_1_repA(pEF1071)	99.59	plasmidfinder	AF164559	rep11b_1_repA(pEF1071)_AF164559
BP-R53-2_assembly.fasta	rep6_1_repA(pS86)	100.00	plasmidfinder	AJ223161	rep6_1_repA(pS86)_AJ223161
ES-V-CB001-14JUL15-0103B_assembly.fasta	rep8b_1_repA(pEJ97p1)	94.02	plasmidfinder	AJ49170	rep8b_1_repA(pEJ97p1)_AJ49170
ES-C-ST001-05OCT15-0134M_assembly.fasta	rep9a_1_repA(pAD1)	95.25	plasmidfinder	L01794	rep9a_1_repA(pAD1)_L01794
ES-C-ST001-05OCT15-0134M_assembly.fasta	repUS43_1_CDS12738(DOp1)	100.00	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
ES-C-ST001-05OCT15-0134M_assembly.fasta	rep7a_17_CDS4(pS194)	100.00	plasmidfinder	NC005564	rep7a_17_CDS4(pS194)_NC005564
ES-M-ST001-23NOV14-0060L_assembly.fasta	rep9b_3_repA(pMG2200)	100.00	plasmidfinder	AB374546	rep9b_3_repA(pMG2200)_AB374546
ES-M-ST001-23NOV14-0060L_assembly.fasta	rep6_1_repA(pS86)	99.86	plasmidfinder	AJ223161	rep6_1_repA(pS86)_AJ223161
ES-M-ST001-23NOV14-0060L_assembly.fasta	repUS43_1_CDS12738(DOp1)	100.00	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
SWEntR-0244_assembly.fasta	repUS43_1_CDS12738(DOp1)	100.00	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
SWEntR-0244_assembly.fasta	rep2_1_orf1(pRE25)	100.00	plasmidfinder	X92945	rep2_1_orf1(pRE25)_X92945
SWEntR-0244_assembly.fasta	rep7a_8_ORF11(pRE25)	100.00	plasmidfinder	X92945	rep7a_8_ORF11(pRE25)_X92945
ES-V-FC083-23SEP14-0190B_assembly.fasta	repUS43_1_CDS12738(DOp1)	100.00	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
SS-0040_assembly.fasta	repUS43_1_CDS12738(DOp1)	100.00	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
SS-0040_assembly.fasta	rep9b_3_repA(pMG2200)	100.00	plasmidfinder	AB374546	rep9b_3_repA(pMG2200)_AB374546
SS-0040_assembly.fasta	rep9a_1_repA(pAD1)	96.04	plasmidfinder	L01794	rep9a_1_repA(pAD1)_L01794
SS-0040_assembly.fasta	rep6_1_repA(pS86)	100.00	plasmidfinder	AJ223161	rep6_1_repA(pS86)_AJ223161
EntR-0146_assembly.fasta	repUS43_1_CDS12738(DOp1)	100.00	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
ES-M-ST001-13OCT14-0050I_assembly.fasta	repUS43_1_CDS12738(DOp1)	100.00	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
ES-M-ST001-13OCT14-0050I_assembly.fasta	rep8a_1_EP002(pAM373)	97.41	plasmidfinder	NC002630	rep8a_1_EP002(pAM373)_NC002630
ES-M-ST001-13OCT14-0050I_assembly.fasta	rep14a_1_CDS2(pEFNP1)	99.87	plasmidfinder	AB038522	rep14a_1_CDS2(pEFNP1)_AB038522
ES-V-FC099-23SEP14-0192B_assembly.fasta	repUS43_1_CDS12738(DOp1)	99.92	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
NS-0884_assembly.fasta	rep9b_3_repA(pMG2200)	100.00	plasmidfinder	AB374546	rep9b_3_repA(pMG2200)_AB374546
NS-0884_assembly.fasta	repUS43_1_CDS12738(DOp1)	100.00	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
NS-0294_assembly.fasta	repUS11_rep(pTEF3)	95.62	plasmidfinder	AE016832	repUS11_rep(pTEF3)_AE016832
SS-0017_assembly.fasta	rep9b_3_repA(pMG2200)	100.00	plasmidfinder	AB374546	rep9b_3_repA(pMG2200)_AB374546
SS-0017_assembly.fasta	repUS43_1_CDS12738(DOp1)	100.00	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
SS-0031_assembly.fasta	repUS43_1_CDS12738(DOp1)	100.00	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
ES-C-ST002-01FEB16-0146A_assembly.fasta	repUS43_1_CDS12738(DOp1)	99.92	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
ES-C-ST002-01FEB16-0146A_assembly.fasta	rep9a_1_repA(pAD1)	96.04	plasmidfinder	L01794	rep9a_1_repA(pAD1)_L01794
BP-G69E-3_assembly.fasta	repUS1_2_rep(pVEF3)	98.20	plasmidfinder	AM931300	repUS1_2_rep(pVEF3)_AM931300
BP-G69E-3_assembly.fasta	rep11b_1_repA(pEF1071)	99.49	plasmidfinder	AF164559	rep11b_1_repA(pEF1071)_AF164559
BP-G69E-3_assembly.fasta	repUS43_1_CDS12738(DOp1)	99.83	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
BP-G69E-3_assembly.fasta	rep9a_1_repA(pAD1)	96.34	plasmidfinder	L01794	rep9a_1_repA(pAD1)_L01794
NS-1214_assembly.fasta	rep6_1_repA(pS86)	100.00	plasmidfinder	AJ223161	rep6_1_repA(pS86)_AJ223161
NS-1214_assembly.fasta	repUS43_1_CDS12738(DOp1)	100.00	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584
