#FILE	GENE	%IDENTITY	DATABASE	ACCESSION	PRODUCT
ES-C-ST001-07DEC15-0141I_assembly.fasta	dfrE	97.37	ncbi	NG_055770.1	trimethoprim-resistant dihydrofolate reductase DfrE
ES-C-ST001-07DEC15-0141I_assembly.fasta	erm(B)	100.00	ncbi	NG_047794.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)
ES-A-FC604-20OCT14-0216B_assembly.fasta	dfrE	97.98	ncbi	NG_055770.1	trimethoprim-resistant dihydrofolate reductase DfrE
ES-A-FC604-20OCT14-0216B_assembly.fasta	lsa(A)	99.33	ncbi	NG_047930.1	ABC-F type ribosomal protection protein Lsa(A)
NS-1105_assembly.fasta	lsa(A)	98.93	ncbi	NG_047931.1	ABC-F type ribosomal protection protein Lsa(A)
NS-1105_assembly.fasta	dfrE	97.37	ncbi	NG_055770.1	trimethoprim-resistant dihydrofolate reductase DfrE
NS-1105_assembly.fasta	erm(B)	100.00	ncbi	NG_047794.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)
NS-1105_assembly.fasta	tet(M)	100.00	ncbi	NG_048247.1	tetracycline resistance ribosomal protection protein Tet(M)
NS-1492_assembly.fasta	dfrE	97.37	ncbi	NG_055770.1	trimethoprim-resistant dihydrofolate reductase DfrE
NS-1492_assembly.fasta	tet(M)	100.00	ncbi	NG_048247.1	tetracycline resistance ribosomal protection protein Tet(M)
NS-1492_assembly.fasta	erm(B)	100.00	ncbi	NG_047794.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)
NS-1492_assembly.fasta	lsa(A)	98.93	ncbi	NG_047931.1	ABC-F type ribosomal protection protein Lsa(A)
NS-1492_assembly.fasta	sat4	100.00	ncbi	NG_048072.1	streptothricin N-acetyltransferase Sat4
NS-0642_assembly.fasta	fexA	99.72	ncbi	NG_047857.1	chloramphenicol/florfenicol efflux MFS transporter FexA
NS-0642_assembly.fasta	optrA	99.59	ncbi	NG_048023.1	ABC-F type ribosomal protection protein OptrA
NS-0642_assembly.fasta	tet(L)	100.00	ncbi	NG_048203.1	tetracycline efflux MFS transporter Tet(L)
NS-0642_assembly.fasta	tet(M)	99.95	ncbi	NG_048233.1	tetracycline resistance ribosomal protection protein Tet(M)
NS-0642_assembly.fasta	str	99.88	ncbi	NG_048080.1	streptomycin adenylyltransferase Str
NS-0642_assembly.fasta	lsa(A)	99.40	ncbi	NG_047932.1	ABC-F type ribosomal protection protein Lsa(A)
NS-0642_assembly.fasta	dfrE	97.78	ncbi	NG_055770.1	trimethoprim-resistant dihydrofolate reductase DfrE
NS-0642_assembly.fasta	dfrG	100.00	ncbi	NG_047756.1	trimethoprim-resistant dihydrofolate reductase DfrG
NS-0642_assembly.fasta	aph(3')-IIIa	100.00	ncbi	NG_047418.1	aminoglycoside O-phosphotransferase APH(3')-IIIa
NS-0642_assembly.fasta	sat4	100.00	ncbi	NG_048072.1	streptothricin N-acetyltransferase Sat4
NS-0642_assembly.fasta	ant(6)-Ia	99.34	ncbi	NG_047393.1	aminoglycoside nucleotidyltransferase ANT(6)-Ia
NS-0642_assembly.fasta	erm(B)	99.60	ncbi	NG_047801.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)
SS-0011_assembly.fasta	dfrE	97.37	ncbi	NG_055770.1	trimethoprim-resistant dihydrofolate reductase DfrE
SS-0011_assembly.fasta	tet(M)	100.00	ncbi	NG_048247.1	tetracycline resistance ribosomal protection protein Tet(M)
SS-0011_assembly.fasta	dfrG	100.00	ncbi	NG_047756.1	trimethoprim-resistant dihydrofolate reductase DfrG
SS-0011_assembly.fasta	aph(3')-IIIa	100.00	ncbi	NG_047418.1	aminoglycoside O-phosphotransferase APH(3')-IIIa
SS-0011_assembly.fasta	lsa(A)	98.93	ncbi	NG_047931.1	ABC-F type ribosomal protection protein Lsa(A)
NS-0238_assembly.fasta	dfrE	97.37	ncbi	NG_055770.1	trimethoprim-resistant dihydrofolate reductase DfrE
NS-0238_assembly.fasta	lsa(A)	100.00	ncbi	NG_047930.1	ABC-F type ribosomal protection protein Lsa(A)
NS-0238_assembly.fasta	erm(B)	100.00	ncbi	NG_047802.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)
NS-0238_assembly.fasta	ant(6)-Ia	100.00	ncbi	NG_047393.1	aminoglycoside nucleotidyltransferase ANT(6)-Ia
NS-0238_assembly.fasta	sat4	100.00	ncbi	NG_048072.1	streptothricin N-acetyltransferase Sat4
NS-0238_assembly.fasta	aph(3')-IIIa	100.00	ncbi	NG_047418.1	aminoglycoside O-phosphotransferase APH(3')-IIIa
NS-0238_assembly.fasta	tet(M)	99.79	ncbi	NG_048213.1	tetracycline resistance ribosomal protection protein Tet(M)
NS-0238_assembly.fasta	dfrF	100.00	ncbi	NG_047755.1	trimethoprim-resistant dihydrofolate reductase DfrF
SS-0012_assembly.fasta	dfrE	97.37	ncbi	NG_055770.1	trimethoprim-resistant dihydrofolate reductase DfrE
SS-0012_assembly.fasta	tet(M)	100.00	ncbi	NG_048247.1	tetracycline resistance ribosomal protection protein Tet(M)
SS-0012_assembly.fasta	catA8	99.85	ncbi	NG_047574.1	type A-8 chloramphenicol O-acetyltransferase
SS-0012_assembly.fasta	str	100.00	ncbi	NG_048078.1	streptomycin adenylyltransferase Str
SS-0012_assembly.fasta	erm(B)	100.00	ncbi	NG_047794.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)
SS-0012_assembly.fasta	lsa(A)	98.93	ncbi	NG_047931.1	ABC-F type ribosomal protection protein Lsa(A)
SS-0012_assembly.fasta	dfrG	100.00	ncbi	NG_047756.1	trimethoprim-resistant dihydrofolate reductase DfrG
ES-A-FC504-20OCT14-0213I_assembly.fasta	dfrE	100.00	ncbi	NG_055770.1	trimethoprim-resistant dihydrofolate reductase DfrE
ES-A-FC504-20OCT14-0213I_assembly.fasta	tet(L)	100.00	ncbi	NG_048203.1	tetracycline efflux MFS transporter Tet(L)
ES-A-FC504-20OCT14-0213I_assembly.fasta	tet(M)	99.95	ncbi	NG_048233.1	tetracycline resistance ribosomal protection protein Tet(M)
ES-A-FC504-20OCT14-0213I_assembly.fasta	erm(B)	99.86	ncbi	NG_047797.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)
ES-A-FC504-20OCT14-0213I_assembly.fasta	lsa(A)	98.73	ncbi	NG_047932.1	ABC-F type ribosomal protection protein Lsa(A)
NS-0004_assembly.fasta	dfrE	97.37	ncbi	NG_055770.1	trimethoprim-resistant dihydrofolate reductase DfrE
NS-0004_assembly.fasta	lsa(A)	98.53	ncbi	NG_055640.1	ABC-F type ribosomal protection protein Lsa(A)
ES-C-ST002-25AUG14-0040A_assembly.fasta	lsa(A)	100.00	ncbi	NG_047930.1	ABC-F type ribosomal protection protein Lsa(A)
ES-C-ST002-25AUG14-0040A_assembly.fasta	aph(3')-IIIa	100.00	ncbi	NG_047418.1	aminoglycoside O-phosphotransferase APH(3')-IIIa
ES-C-ST002-25AUG14-0040A_assembly.fasta	sat4	100.00	ncbi	NG_048072.1	streptothricin N-acetyltransferase Sat4
ES-C-ST002-25AUG14-0040A_assembly.fasta	ant(6)-Ia	100.00	ncbi	NG_047393.1	aminoglycoside nucleotidyltransferase ANT(6)-Ia
ES-C-ST002-25AUG14-0040A_assembly.fasta	lnu(B)	100.00	ncbi	NG_047923.1	lincosamide nucleotidyltransferase Lnu(B)
ES-C-ST002-25AUG14-0040A_assembly.fasta	lsa(E)	100.00	ncbi	NG_047935.1	ABC-F type ribosomal protection protein Lsa(E)
ES-C-ST002-25AUG14-0040A_assembly.fasta	spw	100.00	ncbi	NG_048075.1	ANT(9) family aminoglycoside nucleotidyltransferase Spw
ES-C-ST002-25AUG14-0040A_assembly.fasta	ant(6)-Ia	100.00	ncbi	NG_050582.1	aminoglycoside nucleotidyltransferase ANT(6)-Ia
ES-C-ST002-25AUG14-0040A_assembly.fasta	tet(L)	100.00	ncbi	NG_048203.1	tetracycline efflux MFS transporter Tet(L)
ES-C-ST002-25AUG14-0040A_assembly.fasta	erm(B)	100.00	ncbi	NG_047794.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)
ES-C-ST002-25AUG14-0040A_assembly.fasta	tet(M)	100.00	ncbi	NG_048213.1	tetracycline resistance ribosomal protection protein Tet(M)
ES-C-ST002-25AUG14-0040A_assembly.fasta	dfrE	97.37	ncbi	NG_055770.1	trimethoprim-resistant dihydrofolate reductase DfrE
ES-C-ST001-05OCT15-0134I_assembly.fasta	dfrE	97.37	ncbi	NG_055770.1	trimethoprim-resistant dihydrofolate reductase DfrE
ES-C-ST001-05OCT15-0134I_assembly.fasta	lsa(A)	98.93	ncbi	NG_047931.1	ABC-F type ribosomal protection protein Lsa(A)
ES-C-ST001-05OCT15-0134I_assembly.fasta	erm(B)	100.00	ncbi	NG_047794.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)
ES-C-ST001-05OCT15-0134I_assembly.fasta	tet(M)	100.00	ncbi	NG_048247.1	tetracycline resistance ribosomal protection protein Tet(M)
NS-0763_assembly.fasta	dfrE	97.58	ncbi	NG_055770.1	trimethoprim-resistant dihydrofolate reductase DfrE
NS-0763_assembly.fasta	erm(B)	99.86	ncbi	NG_047797.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)
NS-0763_assembly.fasta	tet(M)	99.90	ncbi	NG_048223.1	tetracycline resistance ribosomal protection protein Tet(M)
NS-0763_assembly.fasta	lsa(A)	98.93	ncbi	NG_047931.1	ABC-F type ribosomal protection protein Lsa(A)
SWEnt-1073_assembly.fasta	dfrE	97.37	ncbi	NG_055770.1	trimethoprim-resistant dihydrofolate reductase DfrE
SWEnt-1073_assembly.fasta	lsa(A)	98.73	ncbi	NG_047930.1	ABC-F type ribosomal protection protein Lsa(A)
NS-0787_assembly.fasta	lsa(A)	99.20	ncbi	NG_047930.1	ABC-F type ribosomal protection protein Lsa(A)
NS-0787_assembly.fasta	catA8	98.92	ncbi	NG_047574.1	type A-8 chloramphenicol O-acetyltransferase
NS-0787_assembly.fasta	tet(L)	100.00	ncbi	NG_048203.1	tetracycline efflux MFS transporter Tet(L)
NS-0787_assembly.fasta	tet(M)	99.95	ncbi	NG_048233.1	tetracycline resistance ribosomal protection protein Tet(M)
NS-0787_assembly.fasta	erm(B)	99.60	ncbi	NG_047801.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)
NS-0787_assembly.fasta	dfrE	97.98	ncbi	NG_055770.1	trimethoprim-resistant dihydrofolate reductase DfrE
ES-M-ST001-08MAR16-0147A_assembly.fasta	lsa(A)	98.93	ncbi	NG_047931.1	ABC-F type ribosomal protection protein Lsa(A)
ES-M-ST001-08MAR16-0147A_assembly.fasta	tet(M)	100.00	ncbi	NG_048247.1	tetracycline resistance ribosomal protection protein Tet(M)
ES-M-ST001-08MAR16-0147A_assembly.fasta	dfrE	97.37	ncbi	NG_055770.1	trimethoprim-resistant dihydrofolate reductase DfrE
ES-M-ST001-08MAR16-0147A_assembly.fasta	erm(B)	100.00	ncbi	NG_047794.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)
ES-M-ST001-08MAR16-0147A_assembly.fasta	sat4	100.00	ncbi	NG_048072.1	streptothricin N-acetyltransferase Sat4
ES-M-ST001-08MAR16-0147A_assembly.fasta	aph(3')-IIIa	100.00	ncbi	NG_047418.1	aminoglycoside O-phosphotransferase APH(3')-IIIa
ES-M-ST001-08MAR16-0147J_assembly.fasta	dfrE	97.17	ncbi	NG_055770.1	trimethoprim-resistant dihydrofolate reductase DfrE
ES-M-ST001-08MAR16-0147J_assembly.fasta	tet(M)	100.00	ncbi	NG_048247.1	tetracycline resistance ribosomal protection protein Tet(M)
ES-M-ST001-08MAR16-0147J_assembly.fasta	lsa(A)	98.93	ncbi	NG_047931.1	ABC-F type ribosomal protection protein Lsa(A)
ES-M-ST001-08MAR16-0147J_assembly.fasta	aph(3')-IIIa	100.00	ncbi	NG_047418.1	aminoglycoside O-phosphotransferase APH(3')-IIIa
ES-M-ST001-08MAR16-0147J_assembly.fasta	sat4	100.00	ncbi	NG_048072.1	streptothricin N-acetyltransferase Sat4
BP-R5E-3_assembly.fasta	dfrE	97.58	ncbi	NG_055770.1	trimethoprim-resistant dihydrofolate reductase DfrE
BP-R5E-3_assembly.fasta	tet(M)	100.00	ncbi	NG_048252.1	tetracycline resistance ribosomal protection protein Tet(M)
BP-R5E-3_assembly.fasta	lsa(A)	99.00	ncbi	NG_047932.1	ABC-F type ribosomal protection protein Lsa(A)
BP-G81-1_assembly.fasta	dfrE	96.36	ncbi	NG_055770.1	trimethoprim-resistant dihydrofolate reductase DfrE
BP-G81-1_assembly.fasta	lsa(A)	97.73	ncbi	NG_055640.1	ABC-F type ribosomal protection protein Lsa(A)
NS-0672_assembly.fasta	dfrE	97.37	ncbi	NG_055770.1	trimethoprim-resistant dihydrofolate reductase DfrE
NS-0672_assembly.fasta	lsa(A)	98.73	ncbi	NG_047930.1	ABC-F type ribosomal protection protein Lsa(A)
NS-0150_assembly.fasta	dfrE	97.37	ncbi	NG_055770.1	trimethoprim-resistant dihydrofolate reductase DfrE
NS-0150_assembly.fasta	lsa(A)	98.93	ncbi	NG_047931.1	ABC-F type ribosomal protection protein Lsa(A)
NS-0150_assembly.fasta	tet(M)	99.95	ncbi	NG_048247.1	tetracycline resistance ribosomal protection protein Tet(M)
NS-0150_assembly.fasta	erm(B)	100.00	ncbi	NG_047794.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)
NS-0150_assembly.fasta	sat4	100.00	ncbi	NG_048072.1	streptothricin N-acetyltransferase Sat4
NS-0150_assembly.fasta	aph(3')-IIIa	100.00	ncbi	NG_047419.1	aminoglycoside O-phosphotransferase APH(3')-IIIa
SS-0007_assembly.fasta	lsa(A)	98.93	ncbi	NG_047931.1	ABC-F type ribosomal protection protein Lsa(A)
SS-0007_assembly.fasta	erm(B)	100.00	ncbi	NG_047794.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)
SS-0007_assembly.fasta	dfrE	97.37	ncbi	NG_055770.1	trimethoprim-resistant dihydrofolate reductase DfrE
SS-0007_assembly.fasta	tet(M)	100.00	ncbi	NG_048247.1	tetracycline resistance ribosomal protection protein Tet(M)
NS-0760_assembly.fasta	lsa(A)	99.13	ncbi	NG_047930.1	ABC-F type ribosomal protection protein Lsa(A)
NS-0760_assembly.fasta	ant(6)-Ia	100.00	ncbi	NG_047393.1	aminoglycoside nucleotidyltransferase ANT(6)-Ia
NS-0760_assembly.fasta	aph(3')-IIIa	100.00	ncbi	NG_047418.1	aminoglycoside O-phosphotransferase APH(3')-IIIa
NS-0760_assembly.fasta	erm(B)	99.86	ncbi	NG_047797.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)
NS-0760_assembly.fasta	dfrE	97.78	ncbi	NG_055770.1	trimethoprim-resistant dihydrofolate reductase DfrE
NS-0760_assembly.fasta	tet(M)	100.00	ncbi	NG_048252.1	tetracycline resistance ribosomal protection protein Tet(M)
NS-1162_assembly.fasta	dfrE	97.98	ncbi	NG_055770.1	trimethoprim-resistant dihydrofolate reductase DfrE
NS-1162_assembly.fasta	lsa(A)	99.27	ncbi	NG_047931.1	ABC-F type ribosomal protection protein Lsa(A)
BP-G127E-2_assembly.fasta	dfrE	97.58	ncbi	NG_055770.1	trimethoprim-resistant dihydrofolate reductase DfrE
BP-G127E-2_assembly.fasta	lsa(A)	99.40	ncbi	NG_047931.1	ABC-F type ribosomal protection protein Lsa(A)
Ent-0276_assembly.fasta	tet(L)	100.00	ncbi	NG_048203.1	tetracycline efflux MFS transporter Tet(L)
Ent-0276_assembly.fasta	dfrE	98.18	ncbi	NG_055770.1	trimethoprim-resistant dihydrofolate reductase DfrE
Ent-0276_assembly.fasta	tet(M)	99.95	ncbi	NG_048233.1	tetracycline resistance ribosomal protection protein Tet(M)
NS-0047_assembly.fasta	dfrE	97.58	ncbi	NG_055770.1	trimethoprim-resistant dihydrofolate reductase DfrE
NS-0047_assembly.fasta	lsa(A)	98.40	ncbi	NG_055640.1	ABC-F type ribosomal protection protein Lsa(A)
NS-0047_assembly.fasta	tet(M)	99.84	ncbi	NG_048220.1	tetracycline resistance ribosomal protection protein Tet(M)
NS-0047_assembly.fasta	erm(B)	99.86	ncbi	NG_047797.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)
ES-C-ST001-27APR15-0081I_assembly.fasta	lsa(A)	99.20	ncbi	NG_047930.1	ABC-F type ribosomal protection protein Lsa(A)
ES-C-ST001-27APR15-0081I_assembly.fasta	erm(B)	100.00	ncbi	NG_047802.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)
ES-C-ST001-27APR15-0081I_assembly.fasta	dfrF	100.00	ncbi	NG_047755.1	trimethoprim-resistant dihydrofolate reductase DfrF
ES-C-ST001-27APR15-0081I_assembly.fasta	dfrE	97.98	ncbi	NG_055770.1	trimethoprim-resistant dihydrofolate reductase DfrE
ES-S-FC302-12MAY14-0034E_assembly.fasta	lsa(A)	99.00	ncbi	NG_047932.1	ABC-F type ribosomal protection protein Lsa(A)
ES-S-FC302-12MAY14-0034E_assembly.fasta	dfrE	97.58	ncbi	NG_055770.1	trimethoprim-resistant dihydrofolate reductase DfrE
ES-M-ST001-21JUL14-0029D_assembly.fasta	dfrE	97.37	ncbi	NG_055770.1	trimethoprim-resistant dihydrofolate reductase DfrE
ES-M-ST001-21JUL14-0029D_assembly.fasta	lsa(A)	98.93	ncbi	NG_047931.1	ABC-F type ribosomal protection protein Lsa(A)
ES-M-ST001-21JUL14-0029D_assembly.fasta	erm(B)	100.00	ncbi	NG_047794.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)
ES-M-ST001-21JUL14-0029D_assembly.fasta	aph(3')-IIIa	100.00	ncbi	NG_047418.1	aminoglycoside O-phosphotransferase APH(3')-IIIa
ES-M-ST001-21JUL14-0029D_assembly.fasta	tet(M)	100.00	ncbi	NG_048247.1	tetracycline resistance ribosomal protection protein Tet(M)
ES-M-ST001-03FEB15-0063K_assembly.fasta	dfrE	97.37	ncbi	NG_055770.1	trimethoprim-resistant dihydrofolate reductase DfrE
ES-M-ST001-03FEB15-0063K_assembly.fasta	tet(M)	100.00	ncbi	NG_048247.1	tetracycline resistance ribosomal protection protein Tet(M)
ES-M-ST001-03FEB15-0063K_assembly.fasta	erm(B)	100.00	ncbi	NG_047802.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)
ES-M-ST001-03FEB15-0063K_assembly.fasta	ant(6)-Ia	100.00	ncbi	NG_047393.1	aminoglycoside nucleotidyltransferase ANT(6)-Ia
ES-M-ST001-03FEB15-0063K_assembly.fasta	sat4	100.00	ncbi	NG_048072.1	streptothricin N-acetyltransferase Sat4
ES-M-ST001-03FEB15-0063K_assembly.fasta	aph(3')-IIIa	100.00	ncbi	NG_047418.1	aminoglycoside O-phosphotransferase APH(3')-IIIa
ES-M-ST001-03FEB15-0063K_assembly.fasta	lsa(A)	98.93	ncbi	NG_047931.1	ABC-F type ribosomal protection protein Lsa(A)
ES-M-ST001-03FEB15-0063K_assembly.fasta	dfrG	100.00	ncbi	NG_047756.1	trimethoprim-resistant dihydrofolate reductase DfrG
NS-1117_assembly.fasta	lsa(A)	99.80	ncbi	NG_047931.1	ABC-F type ribosomal protection protein Lsa(A)
NS-1117_assembly.fasta	tet(M)	100.00	ncbi	NG_048250.1	tetracycline resistance ribosomal protection protein Tet(M)
NS-1117_assembly.fasta	dfrE	97.98	ncbi	NG_055770.1	trimethoprim-resistant dihydrofolate reductase DfrE
EntR-0171_assembly.fasta	lsa(A)	99.20	ncbi	NG_047930.1	ABC-F type ribosomal protection protein Lsa(A)
EntR-0171_assembly.fasta	dfrE	98.38	ncbi	NG_055770.1	trimethoprim-resistant dihydrofolate reductase DfrE
EntR-0171_assembly.fasta	erm(B)	99.86	ncbi	NG_047797.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)
EntR-0171_assembly.fasta	tet(M)	99.79	ncbi	NG_048233.1	tetracycline resistance ribosomal protection protein Tet(M)
EntR-0171_assembly.fasta	tet(L)	100.00	ncbi	NG_048203.1	tetracycline efflux MFS transporter Tet(L)
SWEntR-0374_assembly.fasta	dfrE	97.37	ncbi	NG_055770.1	trimethoprim-resistant dihydrofolate reductase DfrE
SWEntR-0374_assembly.fasta	tet(M)	100.00	ncbi	NG_048247.1	tetracycline resistance ribosomal protection protein Tet(M)
SWEntR-0374_assembly.fasta	sat4	100.00	ncbi	NG_048072.1	streptothricin N-acetyltransferase Sat4
SWEntR-0374_assembly.fasta	aph(3')-IIIa	100.00	ncbi	NG_047419.1	aminoglycoside O-phosphotransferase APH(3')-IIIa
SWEntR-0374_assembly.fasta	erm(B)	100.00	ncbi	NG_047794.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)
SWEntR-0374_assembly.fasta	lsa(A)	98.93	ncbi	NG_047931.1	ABC-F type ribosomal protection protein Lsa(A)
NS-1172_assembly.fasta	dfrE	97.98	ncbi	NG_055770.1	trimethoprim-resistant dihydrofolate reductase DfrE
NS-1172_assembly.fasta	tet(M)	100.00	ncbi	NG_048213.1	tetracycline resistance ribosomal protection protein Tet(M)
NS-1172_assembly.fasta	lsa(A)	99.33	ncbi	NG_047931.1	ABC-F type ribosomal protection protein Lsa(A)
SS-0034_assembly.fasta	lsa(A)	98.40	ncbi	NG_055640.1	ABC-F type ribosomal protection protein Lsa(A)
SS-0034_assembly.fasta	dfrE	97.58	ncbi	NG_055770.1	trimethoprim-resistant dihydrofolate reductase DfrE
SS-0034_assembly.fasta	tet(M)	99.84	ncbi	NG_048220.1	tetracycline resistance ribosomal protection protein Tet(M)
SS-0034_assembly.fasta	erm(B)	99.86	ncbi	NG_047797.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)
ES-A-FC606-20OCT14-0217I_assembly.fasta	dfrE	97.17	ncbi	NG_055770.1	trimethoprim-resistant dihydrofolate reductase DfrE
ES-A-FC606-20OCT14-0217I_assembly.fasta	tet(M)	99.95	ncbi	NG_048223.1	tetracycline resistance ribosomal protection protein Tet(M)
ES-A-FC606-20OCT14-0217I_assembly.fasta	erm(B)	99.47	ncbi	NG_047801.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)
ES-A-FC606-20OCT14-0217I_assembly.fasta	lsa(A)	99.80	ncbi	NG_047931.1	ABC-F type ribosomal protection protein Lsa(A)
NS-0080_assembly.fasta	lsa(A)	99.47	ncbi	NG_055640.1	ABC-F type ribosomal protection protein Lsa(A)
NS-0080_assembly.fasta	tet(S)	100.00	ncbi	NG_048273.1	tetracycline resistance ribosomal protection protein Tet(S)
NS-0080_assembly.fasta	dfrE	97.78	ncbi	NG_055770.1	trimethoprim-resistant dihydrofolate reductase DfrE
ES-A-FC208-23FEB16-0800A_assembly.fasta	tet(M)	100.00	ncbi	NG_048213.1	tetracycline resistance ribosomal protection protein Tet(M)
ES-A-FC208-23FEB16-0800A_assembly.fasta	lsa(A)	99.33	ncbi	NG_047931.1	ABC-F type ribosomal protection protein Lsa(A)
ES-A-FC208-23FEB16-0800A_assembly.fasta	dfrE	97.98	ncbi	NG_055770.1	trimethoprim-resistant dihydrofolate reductase DfrE
SS-0009_assembly.fasta	dfrE	97.58	ncbi	NG_055770.1	trimethoprim-resistant dihydrofolate reductase DfrE
SS-0009_assembly.fasta	lsa(A)	98.40	ncbi	NG_055640.1	ABC-F type ribosomal protection protein Lsa(A)
SS-0009_assembly.fasta	erm(B)	99.86	ncbi	NG_047797.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)
SS-0009_assembly.fasta	tet(M)	99.84	ncbi	NG_048220.1	tetracycline resistance ribosomal protection protein Tet(M)
SS-0009_assembly.fasta	aph(2'')-Ih	82.43	ncbi	NG_047408.1	aminoglycoside O-phosphotransferase APH(2'')-Ih
NS-1692_assembly.fasta	dfrE	97.37	ncbi	NG_055770.1	trimethoprim-resistant dihydrofolate reductase DfrE
NS-1692_assembly.fasta	erm(B)	99.86	ncbi	NG_047797.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)
NS-1692_assembly.fasta	lsa(A)	98.93	ncbi	NG_047931.1	ABC-F type ribosomal protection protein Lsa(A)
NS-1692_assembly.fasta	tet(M)	100.00	ncbi	NG_048247.1	tetracycline resistance ribosomal protection protein Tet(M)
ES-M-ST001-03NOV15-0137B_assembly.fasta	tet(M)	100.00	ncbi	NG_048247.1	tetracycline resistance ribosomal protection protein Tet(M)
ES-M-ST001-03NOV15-0137B_assembly.fasta	dfrG	100.00	ncbi	NG_047756.1	trimethoprim-resistant dihydrofolate reductase DfrG
ES-M-ST001-03NOV15-0137B_assembly.fasta	erm(B)	100.00	ncbi	NG_047794.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)
ES-M-ST001-03NOV15-0137B_assembly.fasta	aph(3')-IIIa	99.87	ncbi	NG_047418.1	aminoglycoside O-phosphotransferase APH(3')-IIIa
ES-M-ST001-03NOV15-0137B_assembly.fasta	str	100.00	ncbi	NG_048078.1	streptomycin adenylyltransferase Str
ES-M-ST001-03NOV15-0137B_assembly.fasta	dfrE	97.37	ncbi	NG_055770.1	trimethoprim-resistant dihydrofolate reductase DfrE
ES-M-ST001-03NOV15-0137B_assembly.fasta	lsa(A)	98.93	ncbi	NG_047931.1	ABC-F type ribosomal protection protein Lsa(A)
ES-M-ST001-03FEB15-0063M_assembly.fasta	lsa(A)	98.93	ncbi	NG_047931.1	ABC-F type ribosomal protection protein Lsa(A)
ES-M-ST001-03FEB15-0063M_assembly.fasta	tet(M)	100.00	ncbi	NG_048247.1	tetracycline resistance ribosomal protection protein Tet(M)
ES-M-ST001-03FEB15-0063M_assembly.fasta	dfrE	97.37	ncbi	NG_055770.1	trimethoprim-resistant dihydrofolate reductase DfrE
ES-M-ST001-03FEB15-0063M_assembly.fasta	aph(3')-IIIa	100.00	ncbi	NG_047418.1	aminoglycoside O-phosphotransferase APH(3')-IIIa
BP-H136-3_assembly.fasta	dfrE	97.98	ncbi	NG_055770.1	trimethoprim-resistant dihydrofolate reductase DfrE
BP-H136-3_assembly.fasta	lsa(A)	99.20	ncbi	NG_047931.1	ABC-F type ribosomal protection protein Lsa(A)
SWEntR-0278_assembly.fasta	lsa(A)	99.47	ncbi	NG_047930.1	ABC-F type ribosomal protection protein Lsa(A)
SWEntR-0278_assembly.fasta	dfrE	97.98	ncbi	NG_055770.1	trimethoprim-resistant dihydrofolate reductase DfrE
NS-0294_assembly.fasta	lsa(A)	99.00	ncbi	NG_055640.1	ABC-F type ribosomal protection protein Lsa(A)
NS-0294_assembly.fasta	dfrE	97.58	ncbi	NG_055770.1	trimethoprim-resistant dihydrofolate reductase DfrE
ES-S-FC504-20JUL15-0557I_assembly.fasta	lsa(A)	99.47	ncbi	NG_055640.1	ABC-F type ribosomal protection protein Lsa(A)
ES-S-FC504-20JUL15-0557I_assembly.fasta	dfrE	97.98	ncbi	NG_055770.1	trimethoprim-resistant dihydrofolate reductase DfrE
ES-S-FC504-20JUL15-0557I_assembly.fasta	catA7	100.00	ncbi	NG_047568.1	type A-7 chloramphenicol O-acetyltransferase
ES-S-FC504-20JUL15-0557I_assembly.fasta	erm(B)	100.00	ncbi	NG_047794.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)
ES-S-FC504-20JUL15-0557I_assembly.fasta	aph(3')-IIIa	100.00	ncbi	NG_047418.1	aminoglycoside O-phosphotransferase APH(3')-IIIa
